Modifying TestDateWritable to cover 200 years,  adding all timezones to the set, and making it accumulate errors, results in the following set (I bet many are duplicates via different names, but there's enough).
This ONLY logs errors where YMD date mismatches. There are many more where YMD is the same but the time mismatches, omitted for brevity.
Queries as simple as "select date(...);" reproduce the error (if Java tz is set to a problematic tz)
I was investigating some case for a specific date and it seems like the conversion from dates to ms, namely offset calculation that takes the offset at UTC midnight and the offset at arbitrary time derived from that, is completely bogus and it's not clear why it would work.
I think we either need to derive date from UTC and then create local date from YMD if needed (for many cases e.g. toString for sinks, it would not be needed at all), and/or add a lookup table for timezone used (for popular dates, e.g. 1900-present, it would be 40k-odd entries, although the price of building it is another question).
Format: tz-expected-actual

2016-06-04T18:33:57,499 ERROR [main[]]: io.TestDateWritable (TestDateWritable.java:testDaylightSavingsTime(234)) - 
America/Godthab: 1916-07-28 00:26:56 != 1916-07-27 23:33:04

America/Goose_Bay: 1935-03-30 00:00:52 != 1935-03-29 23:59:08

America/Goose_Bay: 1936-05-11 01:00:00 != 1936-05-10 23:00:00

America/Goose_Bay: 1937-05-10 01:00:00 != 1937-05-09 23:00:00

America/Goose_Bay: 1938-05-09 01:00:00 != 1938-05-08 23:00:00

America/Goose_Bay: 1939-05-15 01:00:00 != 1939-05-14 23:00:00

America/Goose_Bay: 1940-05-13 01:00:00 != 1940-05-12 23:00:00

America/Goose_Bay: 1941-05-12 01:00:00 != 1941-05-11 23:00:00

America/Goose_Bay: 1942-05-11 01:00:00 != 1942-05-10 23:00:00

America/Grand_Turk: 1912-02-01 00:07:11 != 1912-01-31 23:52:49

America/Grenada: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Guadeloupe: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Guatemala: 1918-10-05 00:02:04 != 1918-10-04 23:57:56

America/Guatemala: 1973-11-25 01:00:00 != 1973-11-24 23:00:00

America/Guatemala: 1983-05-21 01:00:00 != 1983-05-20 23:00:00

America/Guatemala: 1991-03-23 01:00:00 != 1991-03-22 23:00:00

America/Guatemala: 2006-04-30 01:00:00 != 2006-04-29 23:00:00

America/Guayaquil: 1931-01-01 00:14:00 != 1931-12-31 23:46:00

America/Guyana: 1915-03-01 00:07:40 != 1915-02-28 23:52:20

America/Guyana: 1975-07-31 00:45:00 != 1975-07-30 23:15:00

America/Halifax: 1902-06-15 00:14:24 != 1902-06-14 23:45:36

America/Halifax: 1916-04-01 01:00:00 != 1916-03-31 23:00:00

America/Halifax: 1920-05-09 01:00:00 != 1920-05-08 23:00:00

America/Halifax: 1921-05-06 01:00:00 != 1921-05-05 23:00:00

America/Halifax: 1922-04-30 01:00:00 != 1922-04-29 23:00:00

America/Halifax: 1923-05-06 01:00:00 != 1923-05-05 23:00:00

America/Halifax: 1924-05-04 01:00:00 != 1924-05-03 23:00:00

America/Halifax: 1925-05-03 01:00:00 != 1925-05-02 23:00:00

America/Halifax: 1926-05-16 01:00:00 != 1926-05-15 23:00:00

America/Halifax: 1927-05-01 01:00:00 != 1927-04-30 23:00:00

America/Halifax: 1928-05-13 01:00:00 != 1928-05-12 23:00:00

America/Halifax: 1929-05-12 01:00:00 != 1929-05-11 23:00:00

America/Halifax: 1930-05-11 01:00:00 != 1930-05-10 23:00:00

America/Halifax: 1931-05-10 01:00:00 != 1931-05-09 23:00:00

America/Halifax: 1932-05-01 01:00:00 != 1932-04-30 23:00:00

America/Halifax: 1933-04-30 01:00:00 != 1933-04-29 23:00:00

America/Halifax: 1934-05-20 01:00:00 != 1934-05-19 23:00:00

America/Halifax: 1935-06-02 01:00:00 != 1935-06-01 23:00:00

America/Halifax: 1936-06-01 01:00:00 != 1936-05-31 23:00:00

America/Halifax: 1937-05-02 01:00:00 != 1937-05-01 23:00:00

America/Halifax: 1938-05-01 01:00:00 != 1938-04-30 23:00:00

America/Halifax: 1939-05-28 01:00:00 != 1939-05-27 23:00:00

America/Halifax: 1940-05-05 01:00:00 != 1940-05-04 23:00:00

America/Halifax: 1941-05-04 01:00:00 != 1941-05-03 23:00:00

America/Havana: 1928-06-10 01:00:00 != 1928-06-09 23:00:00

America/Havana: 1940-06-02 01:00:00 != 1940-06-01 23:00:00

America/Havana: 1941-06-01 01:00:00 != 1941-05-31 23:00:00

America/Havana: 1942-06-07 01:00:00 != 1942-06-06 23:00:00

America/Havana: 1945-06-03 01:00:00 != 1945-06-02 23:00:00

America/Havana: 1946-06-02 01:00:00 != 1946-06-01 23:00:00

America/Havana: 1965-06-01 01:00:00 != 1965-05-31 23:00:00

America/Havana: 1966-05-29 01:00:00 != 1966-05-28 23:00:00

America/Havana: 1967-04-08 01:00:00 != 1967-04-07 23:00:00

America/Havana: 1968-04-14 01:00:00 != 1968-04-13 23:00:00

America/Havana: 1969-04-27 01:00:00 != 1969-04-26 23:00:00

America/Havana: 1970-04-26 01:00:00 != 1970-04-25 23:00:00

America/Havana: 1971-04-25 01:00:00 != 1971-04-24 23:00:00

America/Havana: 1972-04-30 01:00:00 != 1972-04-29 23:00:00

America/Havana: 1973-04-29 01:00:00 != 1973-04-28 23:00:00

America/Havana: 1974-04-28 01:00:00 != 1974-04-27 23:00:00

America/Havana: 1975-04-27 01:00:00 != 1975-04-26 23:00:00

America/Havana: 1976-04-25 01:00:00 != 1976-04-24 23:00:00

America/Havana: 1977-04-24 01:00:00 != 1977-04-23 23:00:00

America/Havana: 1978-05-07 01:00:00 != 1978-05-06 23:00:00

America/Havana: 1979-03-18 01:00:00 != 1979-03-17 23:00:00

America/Havana: 1980-03-16 01:00:00 != 1980-03-15 23:00:00

America/Havana: 1981-05-10 01:00:00 != 1981-05-09 23:00:00

America/Havana: 1982-05-09 01:00:00 != 1982-05-08 23:00:00

America/Havana: 1983-05-08 01:00:00 != 1983-05-07 23:00:00

America/Havana: 1984-05-06 01:00:00 != 1984-05-05 23:00:00

America/Havana: 1985-05-05 01:00:00 != 1985-05-04 23:00:00

America/Havana: 1986-03-16 01:00:00 != 1986-03-15 23:00:00

America/Havana: 1987-03-15 01:00:00 != 1987-03-14 23:00:00

America/Havana: 1988-03-20 01:00:00 != 1988-03-19 23:00:00

America/Havana: 1989-03-19 01:00:00 != 1989-03-18 23:00:00

America/Havana: 1990-04-01 01:00:00 != 1990-03-31 23:00:00

America/Havana: 1991-04-07 01:00:00 != 1991-04-06 23:00:00

America/Hermosillo: 1932-04-01 01:00:00 != 1932-03-31 23:00:00

America/Hermosillo: 1970-01-01 01:00:00 != 1970-12-31 23:00:00

America/Indiana/Petersburg: 1955-05-01 01:00:00 != 1955-04-30 23:00:00

America/Indiana/Tell_City: 1955-05-01 01:00:00 != 1955-04-30 23:00:00

America/Indiana/Vincennes: 1955-05-01 01:00:00 != 1955-04-30 23:00:00

America/Inuvik: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Iqaluit: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Jamaica: 1912-02-01 00:07:11 != 1912-01-31 23:52:49

America/Jujuy: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Jujuy: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Jujuy: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Jujuy: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Jujuy: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Jujuy: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Jujuy: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Jujuy: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Jujuy: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Jujuy: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Jujuy: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Jujuy: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Jujuy: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Jujuy: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Jujuy: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Jujuy: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Jujuy: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Jujuy: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Jujuy: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Jujuy: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Jujuy: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Jujuy: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Jujuy: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Jujuy: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Jujuy: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Jujuy: 1990-10-28 01:00:00 != 1990-10-27 23:00:00

America/Jujuy: 1991-10-06 02:00:00 != 1991-10-05 22:00:00

America/Jujuy: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Jujuy: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Kentucky/Louisville: 1946-01-01 01:00:00 != 1946-12-31 23:00:00

America/Kralendijk: 1912-02-12 00:05:47 != 1912-02-11 23:54:13

America/Kralendijk: 1965-01-01 00:30:00 != 1965-12-31 23:30:00

America/La_Paz: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Lima: 1908-07-28 00:08:36 != 1908-07-27 23:51:24

America/Lima: 1938-01-01 01:00:00 != 1938-12-31 23:00:00

America/Lima: 1938-09-25 01:00:00 != 1938-09-24 23:00:00

America/Lima: 1939-09-24 01:00:00 != 1939-09-23 23:00:00

America/Lima: 1986-01-01 01:00:00 != 1986-12-31 23:00:00

America/Lima: 1987-01-01 01:00:00 != 1987-12-31 23:00:00

America/Lima: 1990-01-01 01:00:00 != 1990-12-31 23:00:00

America/Lima: 1994-01-01 01:00:00 != 1994-12-31 23:00:00

America/Louisville: 1946-01-01 01:00:00 != 1946-12-31 23:00:00

America/Lower_Princes: 1912-02-12 00:05:47 != 1912-02-11 23:54:13

America/Lower_Princes: 1965-01-01 00:30:00 != 1965-12-31 23:30:00

America/Maceio: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Maceio: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Managua: 1973-05-01 01:00:00 != 1973-04-30 23:00:00

America/Managua: 1979-03-18 01:00:00 != 1979-03-17 23:00:00

America/Managua: 1980-03-16 01:00:00 != 1980-03-15 23:00:00

America/Managua: 1993-01-01 01:00:00 != 1993-12-31 23:00:00

America/Managua: 2005-04-10 01:00:00 != 2005-04-09 23:00:00

America/Manaus: 1914-01-01 00:00:04 != 1914-12-31 23:59:56

America/Manaus: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Manaus: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Marigot: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Martinique: 1911-05-01 00:04:20 != 1911-04-30 23:55:40

America/Martinique: 1980-04-06 01:00:00 != 1980-04-05 23:00:00

America/Mazatlan: 1932-04-01 01:00:00 != 1932-03-31 23:00:00

America/Mazatlan: 1970-01-01 01:00:00 != 1970-12-31 23:00:00

America/Mendoza: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Mendoza: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Mendoza: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Mendoza: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Mendoza: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Mendoza: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Mendoza: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Mendoza: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Mendoza: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Mendoza: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Mendoza: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Mendoza: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Mendoza: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Mendoza: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Mendoza: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Mendoza: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Mendoza: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Mendoza: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Mendoza: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Mendoza: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Mendoza: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Mendoza: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Mendoza: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Mendoza: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Mendoza: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Mendoza: 1990-10-15 01:00:00 != 1990-10-14 23:00:00

America/Mendoza: 1991-10-15 01:00:00 != 1991-10-14 23:00:00

America/Mendoza: 1992-10-18 02:00:00 != 1992-10-17 22:00:00

America/Mendoza: 2004-09-26 01:00:00 != 2004-09-25 23:00:00

America/Mendoza: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Miquelon: 1980-05-01 01:00:00 != 1980-04-30 23:00:00

America/Moncton: 1902-06-15 01:00:00 != 1902-06-14 23:00:00

America/Montevideo: 1920-05-01 00:14:44 != 1920-04-30 23:45:16

America/Montevideo: 1923-10-02 00:30:00 != 1923-10-01 23:30:00

America/Montevideo: 1924-10-01 00:30:00 != 1924-09-30 23:30:00

America/Montevideo: 1925-10-01 00:30:00 != 1925-09-30 23:30:00

America/Montevideo: 1933-10-29 00:30:00 != 1933-10-28 23:30:00

America/Montevideo: 1934-10-28 00:30:00 != 1934-10-27 23:30:00

America/Montevideo: 1935-10-27 00:30:00 != 1935-10-26 23:30:00

America/Montevideo: 1936-11-01 00:30:00 != 1936-10-31 23:30:00

America/Montevideo: 1937-10-31 00:30:00 != 1937-10-30 23:30:00

America/Montevideo: 1938-10-30 00:30:00 != 1938-10-29 23:30:00

America/Montevideo: 1939-10-29 00:30:00 != 1939-10-28 23:30:00

America/Montevideo: 1940-10-27 00:30:00 != 1940-10-26 23:30:00

America/Montevideo: 1941-08-01 00:30:00 != 1941-07-31 23:30:00

America/Montevideo: 1942-12-14 01:30:00 != 1942-12-13 22:30:00

America/Montevideo: 1959-05-24 01:00:00 != 1959-05-23 23:00:00

America/Montevideo: 1960-01-17 01:00:00 != 1960-01-16 23:00:00

America/Montevideo: 1965-04-04 01:00:00 != 1965-04-03 23:00:00

America/Montevideo: 1966-04-03 01:00:00 != 1966-04-02 23:00:00

America/Montevideo: 1967-04-02 01:00:00 != 1967-04-01 23:00:00

America/Montevideo: 1968-05-27 00:30:00 != 1968-05-26 23:30:00

America/Montevideo: 1969-05-27 00:30:00 != 1969-05-26 23:30:00

America/Montevideo: 1970-05-27 00:30:00 != 1970-05-26 23:30:00

America/Montevideo: 1972-04-24 01:00:00 != 1972-04-23 23:00:00

America/Montevideo: 1974-03-10 00:30:00 != 1974-03-09 23:30:00

America/Montevideo: 1974-12-22 00:30:00 != 1974-12-21 23:30:00

America/Montevideo: 1977-12-04 01:00:00 != 1977-12-03 23:00:00

America/Montevideo: 1979-10-01 01:00:00 != 1979-09-30 23:00:00

America/Montevideo: 1987-12-14 01:00:00 != 1987-12-13 23:00:00

America/Montevideo: 1988-12-11 01:00:00 != 1988-12-10 23:00:00

America/Montevideo: 1989-10-29 01:00:00 != 1989-10-28 23:00:00

America/Montevideo: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Montevideo: 1991-10-27 01:00:00 != 1991-10-26 23:00:00

America/Montevideo: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Montevideo: 2004-09-19 01:00:00 != 2004-09-18 23:00:00

America/Montreal: 1927-05-01 01:00:00 != 1927-04-30 23:00:00

America/Montreal: 1928-04-29 01:00:00 != 1928-04-28 23:00:00

America/Montreal: 1929-04-28 01:00:00 != 1929-04-27 23:00:00

America/Montreal: 1930-04-27 01:00:00 != 1930-04-26 23:00:00

America/Montreal: 1931-04-26 01:00:00 != 1931-04-25 23:00:00

America/Montreal: 1932-05-01 01:00:00 != 1932-04-30 23:00:00

America/Montreal: 1933-04-30 01:00:00 != 1933-04-29 23:00:00

America/Montreal: 1934-04-29 01:00:00 != 1934-04-28 23:00:00

America/Montreal: 1935-04-28 01:00:00 != 1935-04-27 23:00:00

America/Montreal: 1936-04-26 01:00:00 != 1936-04-25 23:00:00

America/Montreal: 1937-04-25 01:00:00 != 1937-04-24 23:00:00

America/Montreal: 1938-04-24 01:00:00 != 1938-04-23 23:00:00

America/Montreal: 1939-04-30 01:00:00 != 1939-04-29 23:00:00

America/Montreal: 1940-04-28 01:00:00 != 1940-04-27 23:00:00

America/Montserrat: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Nassau: 1912-03-02 00:09:30 != 1912-03-01 23:50:30

America/Nipigon: 1940-09-29 01:00:00 != 1940-09-28 23:00:00

America/Noronha: 1914-01-01 00:09:40 != 1914-12-31 23:50:20

America/Noronha: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Noronha: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Panama: 1908-04-22 00:19:36 != 1908-04-21 23:40:24

America/Pangnirtung: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Paramaribo: 1935-01-01 00:00:16 != 1935-12-31 23:59:44

America/Paramaribo: 1945-10-01 00:10:36 != 1945-09-30 23:49:24

America/Paramaribo: 1984-10-01 00:30:00 != 1984-09-30 23:30:00

America/Port-au-Prince: 1983-05-08 01:00:00 != 1983-05-07 23:00:00

America/Port-au-Prince: 1984-04-29 01:00:00 != 1984-04-28 23:00:00

America/Port-au-Prince: 1985-04-28 01:00:00 != 1985-04-27 23:00:00

America/Port-au-Prince: 1986-04-27 01:00:00 != 1986-04-26 23:00:00

America/Port-au-Prince: 1987-04-26 01:00:00 != 1987-04-25 23:00:00

America/Port-au-Prince: 2005-04-03 01:00:00 != 2005-04-02 23:00:00

America/Port-au-Prince: 2006-04-02 01:00:00 != 2006-04-01 23:00:00

America/Port_of_Spain: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Porto_Acre: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Porto_Acre: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Porto_Velho: 1914-01-01 00:15:36 != 1914-12-31 23:44:24

America/Porto_Velho: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Porto_Velho: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Puerto_Rico: 1942-05-03 01:00:00 != 1942-05-02 23:00:00

America/Rainy_River: 1940-09-29 01:00:00 != 1940-09-28 23:00:00

America/Rankin_Inlet: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Recife: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Recife: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Regina: 1930-05-04 01:00:00 != 1930-05-03 23:00:00

America/Regina: 1931-05-03 01:00:00 != 1931-05-02 23:00:00

America/Regina: 1932-05-01 01:00:00 != 1932-04-30 23:00:00

America/Regina: 1933-05-07 01:00:00 != 1933-05-06 23:00:00

America/Regina: 1934-05-06 01:00:00 != 1934-05-05 23:00:00

America/Regina: 1937-04-11 01:00:00 != 1937-04-10 23:00:00

America/Regina: 1938-04-10 01:00:00 != 1938-04-09 23:00:00

America/Regina: 1939-04-09 01:00:00 != 1939-04-08 23:00:00

America/Regina: 1940-04-14 01:00:00 != 1940-04-13 23:00:00

America/Regina: 1941-04-13 01:00:00 != 1941-04-12 23:00:00

America/Resolute: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Rio_Branco: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Rio_Branco: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Rosario: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Rosario: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Rosario: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Rosario: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Rosario: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Rosario: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Rosario: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Rosario: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Rosario: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Rosario: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Rosario: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Rosario: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Rosario: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Rosario: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Rosario: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Rosario: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Rosario: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Rosario: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Rosario: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Rosario: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Rosario: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Rosario: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Rosario: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Rosario: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Rosario: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Rosario: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Rosario: 1991-10-20 02:00:00 != 1991-10-19 22:00:00

America/Rosario: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Rosario: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Rosario: 2008-10-19 01:00:00 != 2008-10-18 23:00:00

America/Santa_Isabel: 1931-04-01 01:00:00 != 1931-03-31 23:00:00

America/Santa_Isabel: 1942-04-24 01:00:00 != 1942-04-23 23:00:00

America/Santa_Isabel: 1948-04-05 01:00:00 != 1948-04-04 23:00:00

America/Santarem: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Santarem: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Santiago: 1916-07-01 00:17:14 != 1916-06-30 23:42:46

America/Santiago: 1918-09-01 00:42:46 != 1918-08-31 23:17:14

America/Santiago: 1927-09-01 00:42:46 != 1927-08-31 23:17:14

America/Santiago: 1928-09-01 01:00:00 != 1928-08-31 23:00:00

America/Santiago: 1929-09-01 01:00:00 != 1929-08-31 23:00:00

America/Santiago: 1930-09-01 01:00:00 != 1930-08-31 23:00:00

America/Santiago: 1931-09-01 01:00:00 != 1931-08-31 23:00:00

America/Santiago: 1932-09-01 01:00:00 != 1932-08-31 23:00:00

America/Santiago: 1942-08-01 01:00:00 != 1942-07-31 23:00:00

America/Santiago: 1947-05-22 01:00:00 != 1947-05-21 23:00:00

America/Santiago: 1968-11-03 01:00:00 != 1968-11-02 23:00:00

America/Santiago: 1969-11-23 01:00:00 != 1969-11-22 23:00:00

America/Santiago: 1970-10-11 01:00:00 != 1970-10-10 23:00:00

America/Santiago: 1971-10-10 01:00:00 != 1971-10-09 23:00:00

America/Santiago: 1972-10-15 01:00:00 != 1972-10-14 23:00:00

America/Santiago: 1973-09-30 01:00:00 != 1973-09-29 23:00:00

America/Santiago: 1974-10-13 01:00:00 != 1974-10-12 23:00:00

America/Santiago: 1975-10-12 01:00:00 != 1975-10-11 23:00:00

America/Santiago: 1976-10-10 01:00:00 != 1976-10-09 23:00:00

America/Santiago: 1977-10-09 01:00:00 != 1977-10-08 23:00:00

America/Santiago: 1978-10-15 01:00:00 != 1978-10-14 23:00:00

America/Santiago: 1979-10-14 01:00:00 != 1979-10-13 23:00:00

America/Santiago: 1980-10-12 01:00:00 != 1980-10-11 23:00:00

America/Santiago: 1981-10-11 01:00:00 != 1981-10-10 23:00:00

America/Santiago: 1982-10-10 01:00:00 != 1982-10-09 23:00:00

America/Santiago: 1983-10-09 01:00:00 != 1983-10-08 23:00:00

America/Santiago: 1984-10-14 01:00:00 != 1984-10-13 23:00:00

America/Santiago: 1985-10-13 01:00:00 != 1985-10-12 23:00:00

America/Santiago: 1986-10-12 01:00:00 != 1986-10-11 23:00:00

America/Santiago: 1987-10-11 01:00:00 != 1987-10-10 23:00:00

America/Santiago: 1988-10-02 01:00:00 != 1988-10-01 23:00:00

America/Santiago: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Santiago: 1990-09-16 01:00:00 != 1990-09-15 23:00:00

America/Santiago: 1991-10-13 01:00:00 != 1991-10-12 23:00:00

America/Santiago: 1992-10-11 01:00:00 != 1992-10-10 23:00:00

America/Santiago: 1993-10-10 01:00:00 != 1993-10-09 23:00:00

America/Santiago: 1994-10-09 01:00:00 != 1994-10-08 23:00:00

America/Santiago: 1995-10-15 01:00:00 != 1995-10-14 23:00:00

America/Santiago: 1996-10-13 01:00:00 != 1996-10-12 23:00:00

America/Santiago: 1997-10-12 01:00:00 != 1997-10-11 23:00:00

America/Santiago: 1998-09-27 01:00:00 != 1998-09-26 23:00:00

America/Santiago: 1999-10-10 01:00:00 != 1999-10-09 23:00:00

America/Santiago: 2000-10-15 01:00:00 != 2000-10-14 23:00:00

America/Santiago: 2001-10-14 01:00:00 != 2001-10-13 23:00:00

America/Santiago: 2002-10-13 01:00:00 != 2002-10-12 23:00:00

America/Santiago: 2003-10-12 01:00:00 != 2003-10-11 23:00:00

America/Santiago: 2004-10-10 01:00:00 != 2004-10-09 23:00:00

America/Santiago: 2005-10-09 01:00:00 != 2005-10-08 23:00:00

America/Santiago: 2006-10-15 01:00:00 != 2006-10-14 23:00:00

America/Santiago: 2007-10-14 01:00:00 != 2007-10-13 23:00:00

America/Santiago: 2008-10-12 01:00:00 != 2008-10-11 23:00:00

America/Santiago: 2009-10-11 01:00:00 != 2009-10-10 23:00:00

America/Santiago: 2010-10-10 01:00:00 != 2010-10-09 23:00:00

America/Santiago: 2011-08-21 01:00:00 != 2011-08-20 23:00:00

America/Santiago: 2012-09-02 01:00:00 != 2012-09-01 23:00:00

America/Santiago: 2013-09-08 01:00:00 != 2013-09-07 23:00:00

America/Santiago: 2014-09-07 01:00:00 != 2014-09-06 23:00:00

America/Santo_Domingo: 1966-10-30 01:00:00 != 1966-10-29 23:00:00

America/Santo_Domingo: 1969-10-26 00:30:00 != 1969-10-25 23:30:00

America/Santo_Domingo: 1970-10-25 00:30:00 != 1970-10-24 23:30:00

